,fid,idiip,id_prng,naz_glowna,el_rozroz,el_rodzaj,dopelniacz,przymiot,status_naz,kat_ob,rodzaj_ob,naz_m_nad,id_m_nad,infor_dod,sys_zew,id_zew,tyt_d_zrod,dat_d_zrod,wyd_d_zrod,reprez_ob,wsp_geo,wsp_XY,naz_his,naz_obo,naz_dod,jez_dod,lat_dod,endonim,jez_end,lat_end,egzonim,jez_egz,lat_egz,woj,powiat,gmina,id_gminy,pocz_w_ob,wer_ob,wazna_od,geometry,nearest1,cluster1,nearest2,nearest2_dist,cluster2,nearest3,nearest3_dist,cluster3,nearest4,nearest4_dist,cluster4,nearest5,nearest5_dist,cluster5,line1,line2,line3,line4,line5
691,692,PL.PZGiK.320.NGRP.121611,121611,Sępopol,Sępopol,,-la,sępopolski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0964985,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"54°16'05"" 21°00'54""",631179.68 713416.86,,,,,,,,,,,,warmińsko-mazurskie,bartoszycki,Sępopol-gmina miejsko-wiejska,2801063,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-05-25,POINT (631179.6800000002 713416.8599999994),315,692,-1,21566,249.0,-1,47480,249.0,-1,58079,848.0,-1,137062,244.0,"LINESTRING (631179.6800000002 713416.8599999994, 639686.55 703011.3899999997)",,,,
692,693,PL.PZGiK.320.NGRP.121616,121616,Sępólno Krajeńskie,Sępólno Krajeńskie,,-na -kiego,sępóleński,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0929546,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"53°27'20"" 17°32'13""",402883.53 622183.32,,,,,,,,,,,,kujawsko-pomorskie,sępoleński,Sępólno Krajeńskie-gmina miejsko-wiejska,0413023,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-09-04,POINT (402883.53 622183.3199999994),264,693,-1,21943,477.0,-1,28698,766.0,-1,28698,848.0,-1,182597,244.0,"LINESTRING (402883.53 622183.3199999994, 401977.25000000006 630778.0600000015)",,,,
693,694,PL.PZGiK.320.NGRP.121655,121655,Sianów,Sianów,,-nowa,sianowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0950240,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"54°13'32"" 16°17'49""",323840.53 710172.46,,,,,,,,,,,,zachodniopomorskie,koszaliński,Sianów-gmina miejsko-wiejska,3209073,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-02-23,POINT (323840.53 710172.46),319,694,126,22974,719.0,-1,31574,829.0,-1,63906,848.0,-1,261314,244.0,"LINESTRING (323840.53 710172.46, 316196.56999999995 706552.3300000001)","LINESTRING (323840.53 710172.46, 332031.41000000003 731637.4699999997)",,,
694,695,PL.PZGiK.320.NGRP.121752,121752,Siechnice,Siechnice,,-nic,siechnicki,urzędowa,miejscowość,miasto,,,do 2009 r. - miasto w gminie Święta Katarzyna,TERYT (SIMC),0881160,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Rozporządzenie Rady Ministrów z dnia 28 lipca 2009 r., Dz. U. z dnia 31.07.2009 r. Nr 120, poz",1991-01-01; 1982-01-01; 2009-07-28; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Rada Ministrów; Minister Administracji i Cyfryzacji,punkt główny,"51°02'01"" 17°08'49""",370109.51 353499.22,,,,,,,,,,,,dolnośląskie,wrocławski,Siechnice-gmina miejsko-wiejska,0223083,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-08-18,POINT (370109.51000000024 353499.21999999974),903,903,247,14243,903.0,-1,26357,540.0,-1,26357,863.0,-1,26357,244.0,"LINESTRING (370109.51000000024 353499.21999999974, 362739.42999999993 361947.0700000003)","LINESTRING (370109.51000000024 353499.21999999974, 384348.5100000001 353863.11000000034)",,,
695,696,PL.PZGiK.320.NGRP.121807,121807,Siedlce,Siedlce,,-lec,siedlecki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0975173,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"52°09'57"" 22°16'37""",724034.35 482810.72,,,,,,,,,,,,mazowieckie,Siedlce,Siedlce-gmina miejska,1464011,2021-04-08T09:00:00,2021-04-08T09:00:00,2017-07-12,POINT (724034.35 482810.7199999988),462,462,-1,26997,462.0,-1,26997,863.0,-1,26997,863.0,-1,59099,244.0,"LINESTRING (724034.35 482810.7199999988, 740175.75 488583.3099999996)",,,,
696,697,PL.PZGiK.320.NGRP.121973,121973,Siedliszcze,Siedliszcze,,-cza,siedliski,urzędowa,miejscowość,miasto,,,do 2015 r. - wieś,TERYT (SIMC),0107821,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13; 2015-07-28,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji; Rada Ministrów,punkt główny,"51°11'43"" 23°09'52""",790843.97 378076.75,,,,,,,,,,,,lubelskie,chełmski,Siedliszcze-gmina miejsko-wiejska,0603113,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-01-04,POINT (790843.97 378076.75),663,663,-1,23024,336.0,-1,23024,863.0,-1,100646,863.0,-1,153975,244.0,"LINESTRING (790843.97 378076.75, 796836.1599999999 370183.71999999974)",,,,
697,698,PL.PZGiK.320.NGRP.122167,122167,Siemianowice Śląskie,Siemianowice Śląskie,,-wic -kich,siemianowicki,urzędowa,miejscowość,miasto,,,brak powiatu ziemskiego,TERYT (SIMC),0943150,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°18'09"" 19°02'01""",502392.94 270593.11,,,,,,,,,,,,śląskie,Siemianowice Śląskie,Siemianowice Śląskie-gmina miejska,2474011,2021-09-23T00:36:53,2021-09-23T00:36:53,2013-06-09,POINT (502392.93999999994 270593.1099999994),113,698,-1,5633,698.0,-1,17364,540.0,-1,89853,863.0,-1,89853,244.0,"LINESTRING (502392.93999999994 270593.1099999994, 505098.49 272006.0599999996)",,,,
698,699,PL.PZGiK.320.NGRP.122180,122180,Siemiatycze,Siemiatycze,,-tycz,siemiatycki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0923360,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"52°25'47"" 22°51'54""",762656.3 514117.9,,,,,,,,,,,,podlaskie,siemiatycki,Siemiatycze-gmina miejska,2010011,2021-09-23T00:36:53,2021-09-23T00:36:53,2013-06-09,POINT (762656.3 514117.9000000004),149,699,-1,26322,462.0,-1,34944,863.0,-1,34944,863.0,-1,34944,244.0,"LINESTRING (762656.3 514117.9000000004, 748840.0300000001 509732.2199999988)",,,,
699,700,PL.PZGiK.320.NGRP.122261,122261,Sieniawa,Sieniawa,,-wy,sieniawski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0972683,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°10'40"" 22°36'34""",757623.58 262973.36,,,,,,,,,,,,podkarpackie,przeworski,Sieniawa-gmina miejsko-wiejska,1814073,2021-04-08T09:00:00,2021-04-08T09:00:00,2020-10-19,POINT (757623.58 262973.3599999985),628,628,-1,16614,628.0,366,16614,849.0,-1,22428,863.0,-1,232437,244.0,"LINESTRING (757623.58 262973.3599999985, 749979.01 249338.51999999955)",,"LINESTRING (757623.58 262973.3599999985, 743539.49 271786.2299999995)",,
700,701,PL.PZGiK.320.NGRP.122372,122372,Sieradz,Sieradz,,-dza,sieradzki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0976050,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°35'46"" 18°43'56""",481457.23 414436.17,,,,,,,,,,,,łódzkie,sieradzki,Sieradz-gmina miejska,1014011,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-03-02,POINT (481457.22999999986 414436.169999999),934,934,860,14402,934.0,-1,21651,934.0,-1,21651,848.0,-1,21651,244.0,"LINESTRING (481457.22999999986 414436.169999999, 495433.0499999999 415043.0999999996)","LINESTRING (481457.22999999986 414436.169999999, 474057.7200000001 426792.05999999866)",,,
701,702,PL.PZGiK.320.NGRP.122416,122416,Sieraków,Sieraków,,-kowa,sierakowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0971436,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"52°38'59"" 16°04'56""",302685.63 535541.15,,,,,,,,,,,,wielkopolskie,międzychodzki,Sieraków-gmina miejsko-wiejska,3014043,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-04-14,POINT (302685.6300000001 535541.1500000004),438,702,596,19649,596.0,-1,21069,556.0,-1,21069,848.0,-1,85554,244.0,"LINESTRING (302685.6300000001 535541.1500000004, 290116.9199999999 531036.129999999)","LINESTRING (302685.6300000001 535541.1500000004, 313787.9 519328.339999998)",,,
702,703,PL.PZGiK.320.NGRP.122489,122489,Sierpc,Sierpc,,-ca,sierpecki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0969310,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"52°51'15"" 19°40'07""",545008.99 554499.19,,,,,,,,,,,,mazowieckie,sierpecki,Sierpc-gmina miejska,1427011,2021-04-08T09:00:00,2021-04-08T09:00:00,2019-09-18,POINT (545008.99 554499.1899999985),33,960,-1,20971,370.0,711,20971,766.0,-1,25251,848.0,-1,25251,244.0,"LINESTRING (545008.99 554499.1899999985, 559663.2500000001 566389.2800000003)",,"LINESTRING (545008.99 554499.1899999985, 524075.64 555759.8399999989)",,
703,704,PL.PZGiK.320.NGRP.122543,122543,Siewierz,Siewierz,,-rza,siewierski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0943204,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"50°28'10"" 19°14'11""",516768.08 289171.43,,,,,,,,,,,,śląskie,będziński,Siewierz-gmina miejsko-wiejska,2401073,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-09-29,POINT (516768.0800000001 289171.43000000156),609,928,-1,13149,951.0,-1,16818,540.0,-1,68088,863.0,-1,68088,244.0,"LINESTRING (516768.0800000001 289171.43000000156, 524151.0900000002 291335.8300000001)",,,,
704,705,PL.PZGiK.320.NGRP.123052,123052,Skalbmierz,Skalbmierz,,-rza,skalbmierski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0947627,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"50°19'03"" 20°23'52""",599483.42 273192.12,,,,,,,,,,,,świętokrzyskie,kazimierski,Skalbmierz-gmina miejsko-wiejska,2603053,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-07-14,POINT (599483.4199999999 273192.1199999992),156,705,-1,15877,705.0,-1,34168,540.0,-1,38784,863.0,-1,107163,244.0,"LINESTRING (599483.4199999999 273192.1199999992, 596067.4499999998 278547.9400000004)",,,,
705,706,PL.PZGiK.320.NGRP.123182,123182,Skała,Skała,,-ły,skalski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0951860,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°13'49"" 19°51'15""",560901.95 262922.78,,,,,,,,,,,,małopolskie,krakowski,Skała-gmina miejsko-wiejska,1206103,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-07-04,POINT (560901.9500000002 262922.77999999933),720,720,-1,18478,705.0,-1,18478,540.0,-1,50525,863.0,-1,97462,244.0,"LINESTRING (560901.9500000002 262922.77999999933, 577139.3800000001 264196.8300000001)",,,,
706,707,PL.PZGiK.320.NGRP.123417,123417,Skarszewy,Skarszewy,,-szew,skarszewski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0934754,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"54°04'16"" 18°26'25""",463384.2 689780.24,,,,,,,,,,,,pomorskie,starogardzki,Skarszewy-gmina miejsko-wiejska,2213093,2021-09-23T00:36:53,2021-09-23T00:36:53,2013-06-09,POINT (463384.1999999999 689780.2399999993),739,739,-1,23566,510.0,-1,24816,862.0,-1,33659,848.0,-1,180551,244.0,"LINESTRING (463384.1999999999 689780.2399999993, 469232.14000000013 678274.6799999988)",,,,
707,708,PL.PZGiK.320.NGRP.123426,123426,Skaryszew,Skaryszew,,-wa,skaryszewski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0973820,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"51°18'37"" 21°15'07""",656899.98 385019.99,,,,,,,,,,,,mazowieckie,radomski,Skaryszew-gmina miejsko-wiejska,1425103,2021-04-08T09:00:00,2021-04-08T09:00:00,2019-05-06,POINT (656899.9800000001 385019.9899999993),645,708,-1,14552,587.0,-1,29140,863.0,-1,43062,863.0,-1,89765,244.0,"LINESTRING (656899.9800000001 385019.9899999993, 649740.18 394891.1500000004)",,,,
708,709,PL.PZGiK.320.NGRP.123446,123446,Skarżysko-Kamienna,Skarżysko-Kamienna,,-ka-Kamiennej,skarżyski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0947716,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°06'56"" 20°53'43""",632609.25 362679.54,,,,,,,,,,,,świętokrzyskie,skarżyski,Skarżysko-Kamienna-gmina miejska,2610011,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-09-16,POINT (632609.2499999999 362679.54000000004),760,760,863,9292,863.0,-1,24492,863.0,-1,32820,863.0,-1,75348,244.0,"LINESTRING (632609.2499999999 362679.54000000004, 628693.0000000001 354703.5499999989)","LINESTRING (632609.2499999999 362679.54000000004, 640794.39 358279.7400000002)",,,
709,710,PL.PZGiK.320.NGRP.123466,123466,Skawina,Skawina,,-ny,skawiński,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0951876,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Urzędowe nazwy miejscowości i obiektów fizjograficznych",1991-01-01; 1982-01-01; 1963-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Urząd Rady Ministrów; Minister Administracji i Cyfryzacji,punkt główny,"49°58'30"" 19°49'35""",559239.75 234513.55,,,,,,,,,,,,małopolskie,krakowski,Skawina-gmina miejsko-wiejska,1206113,2021-04-08T09:00:00,2021-04-08T09:00:00,2017-06-19,POINT (559239.75 234513.5499999998),802,875,-1,14989,767.0,-1,22390,540.0,-1,43463,863.0,-1,124430,244.0,"LINESTRING (559239.75 234513.5499999998, 568416.17 230100.28000000026)",,,,
710,711,PL.PZGiK.320.NGRP.123502,123502,Skępe,Skępe,,-pego,skępski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0869583,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"52°52'01"" 19°21'28""",524075.64 555759.84,,,,,,,,,,,,kujawsko-pomorskie,lipnowski,Skępe-gmina miejsko-wiejska,0408073,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-08-28,POINT (524075.64 555759.8399999989),374,711,-1,20971,711.0,-1,20971,766.0,-1,33861,848.0,-1,44981,244.0,"LINESTRING (524075.64 555759.8399999989, 512222.0800000001 553376.1899999995)",,,,
711,712,PL.PZGiK.320.NGRP.123549,123549,Skierniewice,Skierniewice,,-wic,skierniewicki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0976942,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°57'31"" 20°08'28""",578385.72 455322.41,,,,,,,,,,,,łódzkie,Skierniewice,Skierniewice-gmina miejska,1063011,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-11-25,POINT (578385.72 455322.41000000015),50,712,-1,21895,599.0,-1,29363,571.0,-1,29363,863.0,-1,29363,244.0,"LINESTRING (578385.72 455322.41000000015, 579721.6500000003 468446.96999999974)",,,,
712,713,PL.PZGiK.320.NGRP.123625,123625,Skoczów,Skoczów,,-czowa,skoczowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0925198,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"49°48'07"" 18°47'15""",484712.87 214976.37,,,,,,,,,,,,śląskie,cieszyński,Skoczów-gmina miejsko-wiejska,2403103,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-10-20,POINT (484712.86999999994 214976.3700000001),853,881,-1,18613,831.0,-1,22508,540.0,-1,118230,863.0,-1,127977,244.0,"LINESTRING (484712.86999999994 214976.3700000001, 486451.83999999997 205897.6900000004)",,,,
713,714,PL.PZGiK.320.NGRP.123638,123638,Skoki,Skoki,,-ków,skokowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0971459,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"52°40'24"" 17°09'33""",375567.59 535785.88,,,,,,,,,,,,wielkopolskie,wągrowiecki,Skoki-gmina miejsko-wiejska,3028053,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-05-20,POINT (375567.59000000014 535785.8799999999),666,714,-1,18874,848.0,-1,18874,848.0,-1,18874,848.0,-1,112510,244.0,"LINESTRING (375567.59000000014 535785.8799999999, 364497.12000000005 544849.2699999986)",,,,
